"","YEAR","RECR_TPA_ACRE","MORT_TPA_ACRE","REMV_TPA_ACRE","RECR_PERC","MORT_PERC","REMV_PERC","RECR_TPA_ACRE_SE","MORT_TPA_ACRE_SE","REMV_TPA_ACRE_SE","RECR_PERC_SE","MORT_PERC_SE","REMV_PERC_SE","nPlots_TREE","nPlots_RECR","nPlots_MORT","nPlots_REMV","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"237",2008,4.11066803444176,3.45931937299434,2.71167213325425,12.4499577372022,10.4772216176082,8.21282652194243,8.11373727729232,11.4360282077729,41.7880345960901,22.7052209819414,22.6917193094396,22.3381791260436,101,101,95,21,116,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"238",2008,3.34009342795906,2.42166661398379,1.82042054902997,15.9961006017504,11.5976464780672,8.71820829801466,12.7582188023495,18.4625381453351,49.687305496085,27.6917922251022,27.6500246301701,27.3266715868401,30,31,27,9,40,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"239",2008,2.39368065939456,2.22851182248235,5.05159299435764,5.8458460556614,5.44247078085526,12.3369986154885,29.3653482938221,69.0498874829731,58.556958532095,73.764465673476,73.2263029906777,73.3162636071216,3,5,3,2,5,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"240",2008,2.75431932155373,4.13427622906034,0.527248299161494,12.6575816027575,18.9992272603136,2.42299007211229,21.62183653078,19.920327382503,76.0573267226707,60.4910740820518,60.4134768180471,60.2043969628532,3,3,3,1,3,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"241",2008,6.83203295427422,4.99484404759382,0.299174070115318,14.5481186797409,10.6360119275671,0.637060726590295,20.230688033719,28.4392733183566,73.8781663023036,33.6166255599887,33.3911634869521,33.5095714515038,26,30,25,3,32,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"242",2008,4.37021456512089,1.59184199054042,4.01010206444531,13.7598934654349,5.01201391310547,12.6260567690826,17.5144676317775,20.0029842649216,66.1493311020698,60.8652468678449,60.8341365546811,60.2986250969543,15,19,14,4,21,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"243",2008,3.80178663511199,2.82947113054993,0,24.9558322771408,18.5733218994642,0,24.9784962331424,40.7320961037885,NA,57.0134086082036,56.8247479642188,NA,6,7,6,0,9,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"244",2008,4.93141246009302,1.87945377273656,3.80977283572527,14.4214368902427,5.49628005991969,11.1413107220677,21.819086818228,32.2602856696296,88.3700611442954,66.3418017803267,66.4609891633058,65.6467201232266,5,6,5,1,6,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"245",2008,2.91387304297825,2.31935262325966,0,13.7059680165636,10.9095257084497,0,25.2839098098495,19.7635665353045,NA,50.800302962792,50.7564039993539,NA,12,10,12,0,18,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"246",2008,2.38554338770987,1.54204230499842,0.307653853411988,25.6474975622494,16.5788333434171,3.30765371782886,21.9723814778203,20.6908526576156,83.7551806919912,29.5171429755061,29.392651715531,29.0781168925207,14,14,14,1,17,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"247",2008,1.63914233727796,2.58753150344801,0.789223136351078,9.2142978257258,14.5455860445968,4.43655005664041,22.4891507279322,23.8341133998868,68.7331847566296,29.8749793659505,29.8364224296683,29.7118613612157,15,10,13,2,15,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"248",2008,2.55021550207409,1.32965671720686,1.22139356976113,16.9559547513955,8.84066429425761,8.12084080175648,32.609930054489,37.526037197168,82.3942823435258,54.873886122745,54.9429337398616,54.427262558134,6,8,6,2,12,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"249",2008,1.57079433790753,1.84798908000313,0.105500933776979,6.5720005520631,7.73174753746925,0.441402275455805,21.6614558175187,22.5441270254322,58.1718518013298,26.8305646587287,26.7535591543798,26.9193295029898,30,26,26,2,39,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"250",2008,2.66539987750413,3.20170970866375,0,9.24888276109164,11.1098668460241,0,26.6976246230907,50.2350252215722,NA,45.0345784885665,44.6941517972192,NA,16,14,14,0,22,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"251",2008,7.76522064516129,5.823918,0,21.505376344086,16.1290392263535,0,0,0,NA,99,99,NA,1,1,1,0,1,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"252",2008,1.32559572116471,2.46908969292095,0.161577589459883,8.81711106228038,16.4229845477231,1.07472250302045,13.4205132594982,26.7321700617704,100.330811132527,36.8562977658643,36.665758487889,36.8756354706614,24,17,23,2,33,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"253",2008,1.81331137428711,1.75212375191993,0.0764921241761296,14.539404624622,14.0487930218768,0.613325411048507,33.7093814760985,45.4381747193782,100.325298812401,47.2441874255671,46.9031933144339,47.1780916304496,7,7,7,1,9,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"254",2008,3.74366885987119,2.20373677133298,0.605022908089131,26.0325614944829,15.3242487956996,4.20718195170262,12.781888955705,10.3527219068139,77.0088965863694,18.3387769849118,18.2859588007267,17.6869301782452,76,81,74,7,116,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"255",2008,3.88261032258064,2.588408,0,16.1290322580645,10.752692817569,0,NA,0,NA,100.140441688658,100.140441688658,NA,1,1,1,0,1,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"256",2008,2.62863503191712,1.38966013779874,0,36.024358879716,19.0447189956174,0,29.6425137262675,59.667051553674,NA,67.7255669292396,67.2609808860372,NA,5,6,5,0,10,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"257",2008,1.675135393542,0.402808378603782,0,86.6383806391831,20.8333402569538,0,52.2622726028764,91.3684619947219,NA,113.219674739404,112.901627602384,NA,1,2,1,0,5,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"258",2008,3.43142483454902,1.5821447715181,0.620445607978126,19.4110422333767,8.94994949912406,3.50976532509688,20.7619396153669,18.1312376835306,64.1220035962006,36.7824043251037,36.6642499685905,36.4901261388246,14,17,12,4,23,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"259",2008,2.96220336586175,2.27242144510038,0.967726577191717,17.0567713188983,13.0849128645027,5.5723017253332,21.6402216772955,18.9596265788884,40.2354906444597,21.4898899312544,21.3930536617944,21.298583214656,27,28,23,6,42,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"260",2008,0.591587290389459,0.368325876425872,0.446522137212897,2.14156536033383,1.33335173199708,1.6164247562652,41.7953168081967,79.8569261709362,85.9981408854913,82.3144031704528,82.3546049166297,82.2561146243578,3,2,1,1,4,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"261",2008,2.9178312065645,1.84028004328002,0.510938094523118,2.39257394431348,1.50899958568064,0.418960894435197,12.1237311997252,10.6527023093649,44.2947869408428,8.38001973803175,8.38957826227166,8.36704641131299,151,123,103,13,166,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"262",2008,3.33370074556875,1.39967165053236,0.618210164117511,2.12944204825818,0.894057353636296,0.394889289292769,12.4896444898974,14.4011077553623,43.5960441717843,10.7667782477227,10.7554534762768,10.7765568298736,98,69,51,9,110,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"263",2008,2.86922267438789,2.06685948401547,1.15169592281877,1.8363311901475,1.32281072850488,0.737096902069128,24.3733473724442,14.6224876949979,60.6486579746134,14.4420056317449,14.4689792226019,14.5047453691814,50,33,31,3,53,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"264",2008,1.34044276506228,0,0,0.900900900900901,0,0,24.760381085771,NA,NA,94.7451024836185,NA,NA,1,1,0,0,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"265",2008,2.74488899546305,1.59317311217711,0.630798651357794,1.72684153951729,1.00228370411219,0.396842756132062,7.88594840810653,12.4180954497534,34.3902318676481,7.31630138081188,7.30207644440635,7.3218990359222,169,131,90,14,177,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"266",2008,5.46543836602873,1.97124809741297,1.23959727872372,3.36207274765628,1.21261627399836,0.762540156846404,20.7180620756635,28.3059249517931,76.382363325478,19.4510226975405,19.436839704613,19.4469611240199,32,25,17,5,32,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"267",2008,2.67267445504689,0.607337912210116,0.109372902231519,1.37004921894408,0.311329661076886,0.0560660349011007,30.2633545811237,49.0693604271698,90.7642931507421,39.2706094263642,39.2722288230847,39.0648933423659,7,6,3,1,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"268",2008,2.3986167192272,0.971863970377565,0,31.5716264512302,12.7920922038998,0,32.6749785487919,25.9447723900401,NA,36.856770329936,36.8290012267688,NA,10,13,10,0,15,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"269",2008,2.78595774610117,2.64351301117232,2.92622035273215,1.70659981191079,1.61934215045578,1.79252076258907,28.6901176016873,31.6146763904784,91.2620482696965,36.1377210325998,36.1340686300423,36.2276101310905,9,5,6,2,9,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"270",2008,3.31527932222563,1.64515985547954,0.394274698179827,1.76525760066205,0.875983788068794,0.209935978258217,7.69387752790164,12.4584538446164,55.2526154321282,6.85416022747517,6.84479405643811,6.85508042075354,199,159,116,9,201,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"271",2008,1.45892024242424,1.45892,0,0.826446280991736,0.826446143663725,0,0,0,NA,101.494919607733,101.494919607733,NA,1,1,1,0,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"272",2008,3.11656528683426,2.63363329725899,0.0095929111693274,1.82431045401314,1.54162172585418,0.00561529970334743,8.02011454210789,14.970293251285,101.879060754951,7.8652367329898,7.83192193477072,7.89558695872165,98,86,65,1,99,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"273",2008,2.52029906416087,2.94574260068416,0.590850479154048,1.57226639513349,1.83767560192737,0.368596872542874,16.3135063198494,40.6836972736153,90.8773705925117,23.9362397211767,23.8837942534745,23.890277738343,21,18,14,2,24,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"274",2008,2.45500281553573,2.2192252503753,1.83026742587982,1.29908561121003,1.17432190812678,0.968501568544245,18.0387510803035,29.3704451518019,49.6232081397923,21.6501214828977,21.6479672077967,21.6181722873457,24,18,12,6,24,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"275",2008,3.26870814340484,2.44184381046292,0.29276954132722,2.08815571550354,1.55992823020099,0.187030583406867,28.9824829215274,36.8443915402257,78.2759549770632,24.6251626714852,24.5426243844133,24.5316242531914,19,16,11,2,19,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"276",2008,1.6163219307745,3.9383466121695,0,0.789157301616404,1.92286878381989,0,51.8603726008502,74.6436355093899,NA,60.9397361556929,60.6199828191055,NA,4,3,1,0,4,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"277",2009,1.25375958333333,2.50752,0,10.4166666666667,20.8333402569538,0,0,0,NA,103.271572465532,103.271572465532,NA,1,1,1,0,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"278",2009,9.20277212635141,2.34204254282455,3.35484693144478,32.6159551447383,8.30053743318315,11.8900626388592,20.0621583989885,24.1773951716094,80.3990262433985,52.0191223545883,51.9572341425975,51.2394063790722,19,24,18,4,26,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"279",2009,5.68827751455935,2.78535543258668,2.55437550537026,21.5098482557419,10.532638841881,9.65920339998652,8.23632374525087,7.88487591332321,22.6881611821236,12.6910340590172,12.6551764354182,12.491155465265,164,194,156,32,229,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"280",2009,5.61314111860298,0.715269988777073,3.27050026519685,27.8912291583759,3.55411680297385,16.2508425196759,29.3104250619819,57.8336428126055,93.2488744179991,85.423327625012,85.712712888384,84.7972302484261,3,5,2,1,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"281",2009,5.95968678542787,2.89566577812682,2.44318368241614,22.8650048724656,11.1095456036031,9.37354743866171,14.9468202477352,14.1975072753621,36.7410411357204,20.6170001139276,20.5585106585584,20.3241733907046,54,62,51,9,71,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"282",2009,6.38621025089193,2.47698844507723,4.18947114341019,18.8601513099668,7.31519555916145,12.3726054372263,19.7641184099278,13.8242315877752,31.0351882001398,24.2928173314683,24.2249682784172,24.0146431188533,41,56,39,13,59,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"283",2009,4.22484374469612,3.4556870738292,3.26919518424643,12.1980736875521,9.97734546291999,9.43890145203385,7.66269790972254,8.86578912951873,33.6757882545823,18.4510678610209,18.4416243986659,18.1557866025961,116,113,106,27,131,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"284",2009,3.91860128746852,2.26156964827815,2.31505972699938,17.4852948808517,10.0914099937108,10.3300894946418,10.9596819365276,14.4559557412707,42.6343358596972,27.0471063675401,27.0313335397068,26.7143155344612,32,35,29,11,40,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"285",2009,3.72209759271351,2.40245409135242,4.38580603743147,10.1403873373604,6.54518438587722,11.948577622777,22.5732230728038,33.2445453108091,49.5308879039758,45.9469905184981,45.8300060800336,45.5856016345322,10,12,9,5,12,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"286",2009,2.01583015078454,2.6287850643283,0.187988017573224,6.21864428390813,8.10955189232883,0.57992515414554,34.0071246133784,22.8598057061204,89.2489858151697,60.9748225554694,61.2905479617092,61.2019958028477,7,5,6,1,7,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"287",2009,6.17826976816795,4.93208591708565,0.171094257486546,15.8368269817705,12.6424701832458,0.438567795687626,16.0293679086552,20.4057783807928,71.9780188483852,28.1304293193873,27.9739124637495,28.0746697256172,37,40,36,3,44,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"288",2009,3.67011245873146,1.54777469980664,2.55906750515807,15.8847231430648,6.69896981924271,11.0759763579288,18.8983319299849,19.503376660269,69.9800281695762,56.1821628948011,56.1343175904879,55.4910227422414,16,20,15,3,23,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"289",2009,3.49807743126067,2.25851302045861,0.515095799039078,24.609575013957,15.8890266694136,3.62378733888057,15.9255571907347,24.6327667872626,90.5932858906954,30.9513301127434,30.8383648869997,30.6282535038867,18,19,17,2,23,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"290",2009,4.13673747899031,2.99450882040222,1.19320616866166,17.1398590181192,12.4072313679272,4.94384418017329,18.2632175220861,17.9317546650551,102.826265127419,38.207456243125,38.2149296932335,37.4983023471027,14,13,14,1,15,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"291",2009,2.51586810135947,2.52925988429953,0.323378307258808,14.2237046942693,14.2994164399552,1.82825067200325,19.0420355324415,15.6971778387663,92.8040449013599,32.5378033506825,32.4984013989247,32.3918414762353,24,20,23,1,33,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"292",2009,2.34780419661656,2.44845739393838,0.600946649506004,17.0133541342993,17.7427371438593,4.35475759801451,12.0951212610315,15.1106196020112,63.172079413384,22.113417178017,22.0277478453475,21.767370738181,33,33,33,3,43,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"293",2009,2.50757776357993,2.57263693924522,0.691623751611901,15.4659380731814,15.8672022718618,4.26571421541882,22.4139808662419,17.5379117696585,46.2307676032304,23.2105377902898,23.1056036166766,23.0191389786364,28,21,25,5,31,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"294",2009,2.5209488594812,1.68692937821522,0.772130169140856,17.9507877512084,12.0120291634362,5.49806662297961,21.7543339627586,23.1816150892163,69.995608358324,35.1465922169871,35.1424146275655,34.7699645554411,12,15,12,3,23,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"295",2009,1.89704194920352,1.87219477627145,0.0418124123379111,14.1294362431025,13.9443709914288,0.311424749751513,21.3538761127949,17.4133224825008,66.1631388357358,27.0088662182509,26.907567708356,27.0021671622665,39,33,38,2,56,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"296",2009,2.22483680218159,3.29015760614348,0.0561048616590807,12.7266401955767,18.8205498933986,0.320934275654547,26.9186835587637,23.5049726519328,98.1637715478402,33.5253961602106,33.3230205824809,33.4203208892379,18,13,18,1,22,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"297",2009,4.28233263434852,2.66569592949931,0.322556561030602,23.3205250993109,14.5167211749016,1.7565633078398,39.7501764996306,51.724483425153,79.7998146542871,69.2641408530962,69.1420773493215,69.7771333816322,3,3,2,1,3,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"298",2009,1.78080956285642,2.13249585812042,0.193247554717091,13.8809137196853,16.6222102753513,1.50631077545735,16.2389344363413,16.4591672436497,73.7003753876806,23.5664609643755,23.4518850224657,23.4648150586802,32,24,31,2,45,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"299",2009,0.986592480670091,1.5426527319764,0,16.0021054460441,25.0211634158694,0,55.1832539895266,45.7067847485197,NA,65.3032790128022,65.3007278448597,NA,3,2,3,0,6,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"300",2009,3.37011009844415,2.12703952228178,0.370814985616629,25.0205319949082,15.7916681850409,2.75302228734176,10.7714948560374,9.25938019839533,56.7742032085269,13.5154728823823,13.4647791725617,13.214951296839,98,107,93,9,154,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
